district,M_0_4_yrs_Need_for_assistance_pc,M_0_4_No_need_for_assistance_pc,M_0_4_Need_for_assistance_ns_pc,M_0_4_yrs_Tot_pc,M_5_14_Need_for_assistance_pc,M_5_14_No_need_for_assistance_pc,M_5_14_Need_for_assistance_ns_pc,M_5_14_yrs_Tot_pc,M_15_19_Need_for_assistance_pc,M_15_19_No_need_for_assistnce_pc,M_15_19_Need_for_assistnce_ns_pc,M_15_19_yrs_Tot_pc,M_20_24_Need_for_assistance_pc,M_20_24_No_need_for_assistnce_pc,M_20_24_Need_for_assistnce_ns_pc,M_20_24_yrs_Tot_pc,M_25_34_Need_for_assistance_pc,M_25_34_No_need_for_assistnce_pc,M_25_34_Need_for_assistnce_ns_pc,M_25_34_yrs_Tot_pc,M_35_44_Need_for_assistance_pc,M_35_44_No_need_for_assistnce_pc,M_35_44_Need_for_assistnce_ns_pc,M_35_44_yrs_Tot_pc,M_45_54_Need_for_assistance_pc,M_45_54_No_need_for_assistnce_pc,M_45_54_Need_for_assistnce_ns_pc,M_45_54_yrs_Tot_pc,M_55_64_Need_for_assistance_pc,M_55_64_No_need_for_assistnce_pc,M_55_64_Need_for_assistnce_ns_pc,M_55_64_yrs_Tot_pc,M_65_74_Need_for_assistance_pc,M_65_74_No_need_for_assistnce_pc,M_65_74_Need_for_assistnce_ns_pc,M_65_74_yrs_Tot_pc,M_75_84_Need_for_assistance_pc,M_75_84_No_need_for_assistnce_pc,M_75_84_Need_for_assistnce_ns_pc,M_75_84_yrs_Tot_pc,M_85_over_Need_for_assistance_pc,M_85_ov_No_need_for_assistnce_pc,M_85_ov_Need_for_assistnce_ns_pc,M_85_yrs_over_Tot_pc,M_Tot_Need_for_assistance_pc,M_Tot_No_need_for_assistance_pc,M_Tot_Need_for_assistance_ns_pc,M_Tot_Tot_pc,F_0_4_yrs_Need_for_assistance_pc,F_0_4_No_need_for_assistance_pc,F_0_4_Need_for_assistance_ns_pc,F_0_4_yrs_Tot_pc,F_5_14_Need_for_assistance_pc,F_5_14_No_need_for_assistance_pc,F_5_14_Need_for_assistance_ns_pc,F_5_14_yrs_Tot_pc,F_15_19_Need_for_assistance_pc,F_15_19_No_need_for_assistnce_pc,F_15_19_Need_for_assistnce_ns_pc,F_15_19_yrs_Tot_pc,F_20_24_Need_for_assistance_pc,F_20_24_No_need_for_assistnce_pc,F_20_24_Need_for_assistnce_ns_pc,F_20_24_yrs_Tot_pc,F_25_34_Need_for_assistance_pc,F_25_34_No_need_for_assistnce_pc,F_25_34_Need_for_assistnce_ns_pc,F_25_34_yrs_Tot_pc,F_35_44_Need_for_assistance_pc,F_35_44_No_need_for_assistnce_pc,F_35_44_Need_for_assistnce_ns_pc,F_35_44_yrs_Tot_pc,F_45_54_Need_for_assistance_pc,F_45_54_No_need_for_assistnce_pc,F_45_54_Need_for_assistnce_ns_pc,F_45_54_yrs_Tot_pc,F_55_64_Need_for_assistance_pc,F_55_64_No_need_for_assistnce_pc,F_55_64_Need_for_assistnce_ns_pc,F_55_64_yrs_Tot_pc,F_65_74_Need_for_assistance_pc,F_65_74_No_need_for_assistnce_pc,F_65_74_Need_for_assistnce_ns_pc,F_65_74_yrs_Tot_pc,F_75_84_Need_for_assistance_pc,F_75_84_No_need_for_assistnce_pc,F_75_84_Need_for_assistnce_ns_pc,F_75_84_yrs_Tot_pc,F_85_over_Need_for_assistance_pc,F_85_ov_No_need_for_assistnce_pc,F_85_ov_Need_for_assistnce_ns_pc,F_85_yrs_over_Tot_pc,F_Tot_Need_for_assistance_pc,F_Tot_No_need_for_assistance_pc,F_Tot_Need_for_assistance_ns_pc,F_Tot_Tot_pc,P_0_4_yrs_Need_for_assistance_pc,P_0_4_No_need_for_assistance_pc,P_0_4_Need_for_assistance_ns_pc,P_0_4_yrs_Tot_pc,P_5_14_Need_for_assistance_pc,P_5_14_No_need_for_assistance_pc,P_5_14_Need_for_assistance_ns_pc,P_5_14_yrs_Tot_pc,P_15_19_Need_for_assistance_pc,P_15_19_No_need_for_assistnce_pc,P_15_19_Need_for_assistnce_ns_pc,P_15_19_yrs_Tot_pc,P_20_24_Need_for_assistance_pc,P_20_24_No_need_for_assistnce_pc,P_20_24_Need_for_assistnce_ns_pc,P_20_24_yrs_Tot_pc,P_25_34_Need_for_assistance_pc,P_25_34_No_need_for_assistnce_pc,P_25_34_Need_for_assistnce_ns_pc,P_25_34_yrs_Tot_pc,P_35_44_Need_for_assistance_pc,P_35_44_No_need_for_assistnce_pc,P_35_44_Need_for_assistnce_ns_pc,P_35_44_yrs_Tot_pc,P_45_54_Need_for_assistance_pc,P_45_54_No_need_for_assistnce_pc,P_45_54_Need_for_assistnce_ns_pc,P_45_54_yrs_Tot_pc,P_55_64_Need_for_assistance_pc,P_55_64_No_need_for_assistnce_pc,P_55_64_Need_for_assistnce_ns_pc,P_55_64_yrs_Tot_pc,P_65_74_Need_for_assistance_pc,P_65_74_No_need_for_assistnce_pc,P_65_74_Need_for_assistnce_ns_pc,P_65_74_yrs_Tot_pc,P_75_84_Need_for_assistance_pc,P_75_84_No_need_for_assistnce_pc,P_75_84_Need_for_assistnce_ns_pc,P_75_84_yrs_Tot_pc,P_85_over_Need_for_assistance_pc,P_85_ov_No_need_for_assistnce_pc,P_85_ov_Need_for_assistnce_ns_pc,P_85_yrs_over_Tot_pc,P_Tot_Need_for_assistance_pc,P_Tot_No_need_for_assistance_pc,P_Tot_Need_for_assistance_ns_pc,P_Tot_Tot_pc
Richmond,0.0,0.0188,0.001,0.0203,0.0004,0.0261,0.0016,0.0293,0.0001,0.011,0.0005,0.0121,0.0001,0.03,0.0016,0.0331,0.0002,0.1456,0.0084,0.1554,0.0008,0.0859,0.0048,0.0929,0.0009,0.0524,0.0033,0.0576,0.0017,0.0413,0.0025,0.0467,0.0018,0.0251,0.0012,0.0297,0.0025,0.0098,0.0004,0.014,0.002,0.001,0.0001,0.0041,0.0156,0.4474,0.0306,0.4939,0.0,0.0187,0.0009,0.0202,0.0003,0.0284,0.0017,0.0309,0.0001,0.013,0.0004,0.0139,0.0002,0.0361,0.0013,0.0387,0.0009,0.1524,0.0075,0.1619,0.0004,0.0771,0.0036,0.0827,0.0008,0.0499,0.0021,0.0551,0.002,0.0383,0.0017,0.0438,0.0037,0.0274,0.0014,0.0324,0.0051,0.01,0.0006,0.0174,0.0049,0.0012,0.0001,0.0069,0.0232,0.4553,0.0274,0.5059,0.0,0.0379,0.0017,0.0407,0.001,0.0552,0.0036,0.0614,0.0003,0.024,0.0013,0.0265,0.0003,0.0656,0.0042,0.0707,0.0019,0.2977,0.0168,0.3168,0.0019,0.1637,0.0096,0.1755,0.002,0.1031,0.006,0.1124,0.0044,0.0805,0.006,0.0905,0.0062,0.0535,0.0032,0.063,0.0083,0.0198,0.0016,0.0307,0.0071,0.0029,0.0004,0.0115,0.0395,0.9031,0.0581,1.0
Ringwood,0.0,0.0291,0.0005,0.0308,0.0027,0.0557,0.0013,0.0608,0.0007,0.0268,0.0002,0.0292,0.0001,0.0276,0.0004,0.0291,0.0004,0.0643,0.0018,0.0678,0.0009,0.0717,0.0021,0.0759,0.0012,0.0618,0.0014,0.0663,0.0023,0.0465,0.0009,0.0506,0.0028,0.0337,0.0007,0.0393,0.0034,0.0197,0.0007,0.0244,0.0032,0.0052,0.001,0.0104,0.0243,0.4435,0.0181,0.486,0.0,0.0282,0.0004,0.0289,0.0012,0.0564,0.0011,0.0594,0.0002,0.0239,0.0002,0.0249,0.0001,0.0252,0.0005,0.027,0.0006,0.0659,0.0019,0.0691,0.0009,0.0761,0.0021,0.0802,0.0018,0.0647,0.0015,0.0693,0.0028,0.051,0.0007,0.0556,0.0035,0.041,0.0011,0.0462,0.0069,0.0239,0.001,0.033,0.0076,0.0068,0.0019,0.0164,0.0302,0.4636,0.019,0.5138,0.0,0.0573,0.0012,0.0589,0.0046,0.1129,0.0031,0.1209,0.0012,0.0508,0.0011,0.0539,0.0005,0.0535,0.0012,0.0562,0.0014,0.1313,0.0045,0.1381,0.002,0.1483,0.0048,0.1577,0.0039,0.1263,0.0037,0.135,0.0052,0.0983,0.0023,0.1074,0.0071,0.0751,0.0028,0.0863,0.0113,0.0434,0.003,0.0581,0.0117,0.0123,0.0029,0.0281,0.0549,0.9073,0.0374,1.0
Ripon,0.0001,0.0234,0.001,0.0256,0.0038,0.0539,0.0035,0.0625,0.0009,0.0237,0.001,0.0276,0.0005,0.0206,0.0015,0.0233,0.001,0.0426,0.0053,0.0513,0.0014,0.0457,0.0061,0.0544,0.0022,0.0564,0.0073,0.0671,0.0047,0.0622,0.0067,0.0747,0.0069,0.0588,0.0057,0.073,0.0059,0.0274,0.0025,0.0372,0.0032,0.0047,0.0008,0.0098,0.0373,0.4219,0.0488,0.5075,0.0001,0.0236,0.0005,0.025,0.0016,0.0523,0.0031,0.0589,0.0007,0.0235,0.0009,0.0265,0.0002,0.0191,0.0005,0.0209,0.0003,0.0464,0.0012,0.0505,0.0011,0.0473,0.0029,0.0532,0.0028,0.0576,0.0036,0.0661,0.0053,0.0634,0.0037,0.0733,0.0058,0.0573,0.0031,0.0675,0.0059,0.0262,0.0016,0.0353,0.0065,0.0052,0.0014,0.0145,0.0372,0.423,0.0314,0.493,0.0002,0.0468,0.0021,0.0507,0.0062,0.1058,0.0078,0.1209,0.002,0.048,0.0026,0.0553,0.0012,0.0402,0.0024,0.0448,0.0024,0.0891,0.0081,0.1016,0.0029,0.0942,0.0095,0.1083,0.006,0.1137,0.0116,0.1334,0.011,0.126,0.0111,0.1487,0.0139,0.1156,0.0103,0.1404,0.0126,0.0544,0.0055,0.0726,0.0099,0.011,0.0027,0.0248,0.0748,0.8447,0.0799,1.0
Rowville,0.0,0.0231,0.0002,0.0236,0.0022,0.058,0.001,0.0619,0.0004,0.0319,0.0003,0.0336,0.0004,0.0343,0.0002,0.0365,0.0004,0.0534,0.0013,0.056,0.0005,0.0599,0.0009,0.0621,0.0004,0.0641,0.0009,0.067,0.0016,0.0659,0.0007,0.0693,0.0033,0.0421,0.0006,0.0483,0.0035,0.0187,0.0005,0.0235,0.0029,0.0029,0.0005,0.0071,0.0225,0.4547,0.014,0.4911,0.0001,0.0219,0.0002,0.0223,0.0008,0.0538,0.0011,0.0566,0.0004,0.0309,0.0002,0.032,0.0,0.0297,0.0005,0.0308,0.0004,0.0527,0.0008,0.0559,0.0004,0.0643,0.001,0.0673,0.0008,0.0731,0.0007,0.0759,0.002,0.0704,0.0006,0.0746,0.0037,0.0456,0.0007,0.0504,0.0071,0.0203,0.001,0.0295,0.007,0.0038,0.0004,0.0126,0.0289,0.4683,0.0132,0.5102,0.0002,0.0449,0.0006,0.047,0.0036,0.1123,0.0027,0.1189,0.0013,0.0623,0.0012,0.0663,0.0009,0.0644,0.0013,0.0685,0.0014,0.1066,0.0034,0.1122,0.0014,0.1242,0.003,0.1289,0.0021,0.1367,0.0022,0.1432,0.0039,0.1358,0.0026,0.1447,0.0074,0.0879,0.0021,0.0989,0.0117,0.0386,0.0019,0.0531,0.0109,0.0077,0.0009,0.0203,0.051,0.9228,0.0269,1.0
Sandringham,0.0,0.022,0.0001,0.0228,0.0017,0.0559,0.0021,0.0604,0.0003,0.0299,0.0003,0.0317,0.0001,0.0252,0.0003,0.0262,0.0003,0.0417,0.001,0.0442,0.0003,0.0551,0.002,0.0584,0.0003,0.0711,0.0018,0.0751,0.0005,0.0604,0.001,0.0641,0.0018,0.0458,0.0013,0.0496,0.0036,0.0245,0.0008,0.0301,0.0035,0.0059,0.0002,0.0113,0.0183,0.4401,0.0175,0.4761,0.0001,0.0219,0.0002,0.023,0.0005,0.0585,0.0021,0.062,0.0002,0.0295,0.0004,0.0309,0.0,0.0236,0.0001,0.0243,0.0001,0.0479,0.0009,0.0499,0.0003,0.0639,0.0019,0.0673,0.0009,0.0785,0.0017,0.0831,0.0016,0.0669,0.0014,0.0704,0.0032,0.0525,0.0012,0.0584,0.0062,0.0268,0.0009,0.0355,0.0104,0.0074,0.0008,0.0196,0.0289,0.4781,0.0183,0.5244,0.0002,0.0444,0.0006,0.0456,0.0026,0.1152,0.0043,0.1232,0.0006,0.0603,0.0011,0.063,0.0003,0.0488,0.0005,0.0503,0.0005,0.0891,0.0031,0.0945,0.0009,0.1175,0.0049,0.1247,0.0019,0.1509,0.005,0.1587,0.0027,0.1273,0.0035,0.1351,0.0056,0.0982,0.0034,0.1084,0.011,0.0525,0.0023,0.0659,0.0153,0.0135,0.0014,0.0302,0.0476,0.918,0.0351,1.0
Shepparton,0.0001,0.0282,0.0016,0.0312,0.0048,0.0574,0.0062,0.0691,0.0011,0.0273,0.0016,0.0325,0.0007,0.0247,0.0014,0.0284,0.0011,0.0548,0.0046,0.0614,0.0015,0.0505,0.0044,0.0569,0.0022,0.0538,0.0046,0.0611,0.0045,0.0511,0.004,0.061,0.0046,0.0443,0.0029,0.0529,0.0055,0.0223,0.0017,0.0308,0.0037,0.0046,0.0007,0.01,0.035,0.4207,0.0398,0.4954,0.0002,0.0251,0.0017,0.0283,0.0012,0.0565,0.0052,0.0644,0.0003,0.0259,0.0015,0.0285,0.0005,0.0244,0.0012,0.0269,0.0011,0.0592,0.0047,0.0664,0.0012,0.0538,0.0045,0.0605,0.0027,0.0539,0.003,0.0608,0.0034,0.0558,0.0035,0.0645,0.0049,0.0464,0.0024,0.055,0.0071,0.0237,0.0016,0.0338,0.0075,0.005,0.0009,0.0154,0.038,0.4298,0.0378,0.5055,0.0003,0.0531,0.0043,0.0594,0.0067,0.1145,0.0113,0.1326,0.0021,0.053,0.0044,0.0606,0.0016,0.0491,0.0037,0.0555,0.0023,0.1145,0.0101,0.1277,0.0033,0.1033,0.0093,0.1179,0.0062,0.1079,0.0081,0.1233,0.0093,0.1072,0.0086,0.1261,0.0104,0.0902,0.0066,0.108,0.0133,0.0457,0.0044,0.0647,0.0119,0.0102,0.002,0.0256,0.0734,0.8506,0.0773,1.0
South Barwon,0.0003,0.0326,0.0005,0.0342,0.0042,0.0584,0.0018,0.0649,0.0008,0.0268,0.0004,0.0305,0.0003,0.0366,0.002,0.04,0.0009,0.0743,0.0032,0.0796,0.0005,0.0633,0.0012,0.0656,0.0007,0.0508,0.0008,0.0534,0.0012,0.0417,0.0009,0.0454,0.0022,0.0341,0.0012,0.0382,0.0032,0.0184,0.0006,0.0242,0.0033,0.0044,0.0002,0.0091,0.026,0.4417,0.0187,0.4854,0.0001,0.0308,0.0007,0.032,0.0022,0.0571,0.0018,0.0616,0.0005,0.0275,0.0007,0.0296,0.0003,0.0362,0.0013,0.039,0.0006,0.0763,0.0022,0.0801,0.0011,0.0682,0.0015,0.071,0.0016,0.0554,0.001,0.0587,0.0021,0.0473,0.001,0.0523,0.0035,0.0403,0.0014,0.0457,0.0054,0.0215,0.0008,0.0283,0.0084,0.0055,0.0003,0.0152,0.0307,0.4654,0.0177,0.5133,0.0005,0.0639,0.0013,0.0673,0.0069,0.115,0.0038,0.1274,0.0019,0.0541,0.0016,0.0604,0.0015,0.0731,0.0036,0.079,0.0023,0.1507,0.0054,0.1588,0.0019,0.1306,0.0037,0.1378,0.0027,0.1049,0.0029,0.1118,0.0042,0.0888,0.0025,0.0967,0.0061,0.0736,0.0027,0.0843,0.0096,0.0396,0.0018,0.0523,0.0121,0.01,0.0007,0.0245,0.0562,0.9064,0.0367,1.0
South-West Coast,0.0001,0.0239,0.0012,0.0262,0.003,0.0557,0.0034,0.0639,0.0006,0.0266,0.0012,0.0298,0.0006,0.0212,0.001,0.0245,0.0006,0.0499,0.0029,0.0557,0.001,0.049,0.0032,0.0548,0.0014,0.0551,0.0032,0.0616,0.0019,0.061,0.0025,0.0684,0.0036,0.054,0.0026,0.0637,0.0038,0.0242,0.0008,0.0305,0.0031,0.0047,0.0004,0.0096,0.0302,0.4273,0.0321,0.4881,0.0,0.0221,0.0008,0.024,0.0017,0.0536,0.0028,0.0594,0.0005,0.0257,0.0009,0.0285,0.0003,0.0207,0.0007,0.0231,0.0004,0.0525,0.0021,0.0571,0.0007,0.0532,0.0026,0.0588,0.0017,0.0621,0.0028,0.067,0.0032,0.067,0.0024,0.0738,0.0043,0.0554,0.0023,0.0646,0.0063,0.0257,0.0015,0.0353,0.0083,0.006,0.0014,0.0175,0.0342,0.4464,0.0295,0.5109,0.0003,0.0466,0.0024,0.0506,0.0054,0.1086,0.0073,0.1237,0.002,0.0525,0.0031,0.059,0.0011,0.0427,0.0021,0.0477,0.0022,0.1029,0.0059,0.1123,0.0027,0.1025,0.0074,0.1128,0.0043,0.1168,0.0077,0.129,0.007,0.1275,0.0071,0.1415,0.0096,0.1107,0.0066,0.1269,0.0107,0.0505,0.0038,0.0659,0.0119,0.0123,0.0025,0.0283,0.0653,0.8724,0.061,1.0
St Albans,0.0,0.026,0.0026,0.0293,0.0028,0.0495,0.0042,0.0576,0.0004,0.0254,0.0018,0.0294,0.0002,0.0333,0.0023,0.0375,0.0006,0.0753,0.007,0.0839,0.001,0.0569,0.0056,0.0641,0.0017,0.052,0.0042,0.0593,0.0033,0.0504,0.0032,0.0588,0.0069,0.036,0.002,0.047,0.0076,0.0151,0.0015,0.0254,0.004,0.002,0.0008,0.0081,0.036,0.4224,0.0411,0.4997,0.0001,0.0239,0.0021,0.027,0.0006,0.0485,0.0041,0.0539,0.0001,0.0252,0.0013,0.0277,0.0,0.0317,0.0019,0.0346,0.0006,0.0703,0.0062,0.0781,0.0008,0.0597,0.0046,0.066,0.0026,0.0567,0.0037,0.0634,0.0052,0.0501,0.0027,0.0592,0.0095,0.0382,0.002,0.0503,0.0117,0.0137,0.0013,0.0272,0.0088,0.0018,0.0021,0.0133,0.0447,0.4191,0.0369,0.5007,0.0003,0.0491,0.0052,0.0545,0.0046,0.0982,0.0092,0.1125,0.001,0.0508,0.0037,0.0564,0.0005,0.0657,0.005,0.0723,0.0021,0.1457,0.0139,0.1621,0.0029,0.1161,0.0107,0.1304,0.0053,0.1081,0.0083,0.1218,0.0098,0.1007,0.0068,0.1175,0.0177,0.0744,0.0051,0.0971,0.0197,0.028,0.0038,0.0526,0.0135,0.0042,0.0033,0.0215,0.0807,0.8409,0.0781,1.0
Sunbury,0.0002,0.0304,0.0005,0.0319,0.0051,0.0529,0.0022,0.0614,0.001,0.0268,0.001,0.0297,0.0007,0.0276,0.001,0.0305,0.0009,0.0698,0.0037,0.0757,0.0009,0.062,0.0025,0.0673,0.0013,0.0569,0.0022,0.0622,0.0023,0.0522,0.0019,0.0575,0.005,0.0387,0.0008,0.0456,0.0049,0.0168,0.0005,0.0238,0.0024,0.0024,0.0003,0.0058,0.0319,0.4374,0.0233,0.4927,0.0003,0.0286,0.0008,0.0303,0.0018,0.0528,0.0028,0.0589,0.0007,0.0238,0.0004,0.0259,0.0005,0.0252,0.0005,0.0273,0.001,0.0705,0.0028,0.0758,0.0009,0.0656,0.0026,0.0701,0.0017,0.061,0.0019,0.0656,0.0032,0.0575,0.001,0.0627,0.006,0.044,0.0014,0.0524,0.0069,0.0174,0.0005,0.0258,0.0056,0.002,0.0003,0.0095,0.0358,0.4488,0.0229,0.5074,0.0007,0.0582,0.0015,0.0617,0.0083,0.1063,0.0057,0.1208,0.0025,0.05,0.0025,0.0557,0.0011,0.0534,0.0021,0.0577,0.0021,0.1402,0.0076,0.1513,0.0021,0.1273,0.0061,0.1372,0.0041,0.1179,0.005,0.1287,0.0065,0.1093,0.0042,0.1208,0.0116,0.0835,0.0032,0.0984,0.0132,0.0342,0.0018,0.0494,0.0082,0.0052,0.0006,0.0163,0.0673,0.8863,0.046,1.0
Sydenham,0.0002,0.0277,0.0006,0.0306,0.0026,0.0665,0.0029,0.0732,0.0006,0.0351,0.001,0.0376,0.0002,0.0344,0.0011,0.0364,0.0004,0.0632,0.0025,0.0672,0.0008,0.0665,0.0024,0.0712,0.0015,0.0672,0.0019,0.0714,0.0029,0.0503,0.0012,0.056,0.0044,0.0266,0.0002,0.0329,0.0043,0.0083,0.0002,0.0142,0.0014,0.0004,0.0,0.003,0.0268,0.4491,0.0199,0.4957,0.0001,0.0274,0.0009,0.0293,0.001,0.0651,0.0025,0.0699,0.0005,0.0347,0.0007,0.0362,0.0001,0.0316,0.0004,0.033,0.0002,0.0633,0.0022,0.0674,0.0007,0.0724,0.0026,0.0766,0.0018,0.0719,0.0018,0.0777,0.0037,0.0521,0.0009,0.0583,0.0054,0.0268,0.0006,0.0338,0.0062,0.0073,0.0003,0.0152,0.0039,0.0008,0.0002,0.006,0.0307,0.4541,0.0193,0.5047,0.0003,0.0557,0.0022,0.0591,0.0044,0.1313,0.0061,0.1436,0.0013,0.0698,0.0026,0.075,0.0006,0.0663,0.0019,0.0701,0.0012,0.1254,0.0056,0.1342,0.0023,0.1384,0.0058,0.1478,0.0039,0.1388,0.0045,0.1494,0.0067,0.1035,0.0034,0.1146,0.0108,0.0535,0.0012,0.0686,0.0113,0.0169,0.0006,0.029,0.0061,0.0016,0.0002,0.0091,0.0566,0.9032,0.0397,1.0
Tarneit,0.0002,0.0408,0.0028,0.0452,0.0038,0.073,0.0056,0.0826,0.0007,0.0265,0.0013,0.0302,0.0002,0.0332,0.002,0.0368,0.0005,0.0787,0.0055,0.0864,0.0006,0.0887,0.005,0.0952,0.0008,0.0483,0.002,0.0532,0.0014,0.0354,0.0011,0.0394,0.0026,0.0212,0.0008,0.0258,0.0019,0.0075,0.0,0.0105,0.0006,0.0004,0.0,0.0014,0.0207,0.4528,0.0334,0.5063,0.0002,0.0385,0.0024,0.0424,0.0013,0.071,0.0054,0.0788,0.0006,0.0242,0.0008,0.0266,0.0,0.0274,0.0012,0.0302,0.0004,0.0842,0.0059,0.0915,0.0007,0.0822,0.0048,0.0886,0.0014,0.0454,0.0016,0.0501,0.0025,0.0371,0.001,0.0421,0.0031,0.0225,0.0006,0.028,0.003,0.0075,0.0001,0.011,0.0013,0.0006,0.0001,0.0028,0.0215,0.4416,0.0303,0.4937,0.0007,0.0796,0.0067,0.0872,0.0059,0.1442,0.0112,0.1623,0.0016,0.0511,0.003,0.0564,0.0007,0.0602,0.0042,0.0662,0.0015,0.1626,0.0129,0.1777,0.0019,0.1706,0.0103,0.1839,0.0029,0.093,0.0053,0.1022,0.0049,0.0723,0.0031,0.0816,0.0069,0.0441,0.0019,0.0537,0.0053,0.0148,0.0006,0.0217,0.0026,0.0011,0.0002,0.0054,0.0418,0.8947,0.063,1.0
Thomastown,0.0001,0.0374,0.0014,0.0402,0.0025,0.0635,0.0039,0.0708,0.0004,0.0232,0.0008,0.0253,0.0002,0.0301,0.0013,0.0331,0.0009,0.0767,0.0051,0.0841,0.0009,0.0805,0.0031,0.0861,0.0025,0.0491,0.0024,0.0544,0.0039,0.0355,0.0013,0.0428,0.0063,0.0274,0.001,0.0349,0.0069,0.0127,0.0006,0.0221,0.0038,0.0024,0.0002,0.0077,0.0342,0.4391,0.0278,0.5013,0.0,0.0341,0.0015,0.0369,0.001,0.0593,0.0033,0.0647,0.0003,0.022,0.0008,0.0241,0.0001,0.0272,0.0011,0.029,0.0004,0.0802,0.0043,0.0867,0.0014,0.0759,0.0033,0.0815,0.0029,0.0462,0.0017,0.0515,0.0053,0.0376,0.001,0.0459,0.0087,0.0301,0.0008,0.0411,0.0104,0.0137,0.0005,0.0256,0.0074,0.0016,0.0002,0.0101,0.0424,0.4309,0.0244,0.4989,0.0003,0.0714,0.0039,0.0768,0.0043,0.1242,0.0077,0.1351,0.0007,0.0458,0.0022,0.0497,0.0006,0.0578,0.0032,0.0632,0.0015,0.1575,0.0098,0.1703,0.0034,0.1553,0.0079,0.1676,0.006,0.0945,0.0051,0.107,0.0097,0.0729,0.0035,0.087,0.0153,0.0582,0.0028,0.077,0.0179,0.0272,0.0015,0.048,0.0116,0.0047,0.0005,0.0178,0.0776,0.8699,0.0524,1.0
Warrandyte,0.0,0.0211,0.0003,0.0216,0.0016,0.0652,0.0012,0.0703,0.0005,0.0343,0.0003,0.0363,0.0002,0.0303,0.0004,0.0327,0.0004,0.0418,0.001,0.044,0.0001,0.0566,0.001,0.059,0.0003,0.0665,0.002,0.0705,0.0009,0.0598,0.001,0.0629,0.0018,0.0435,0.0009,0.0479,0.0042,0.0253,0.0005,0.0311,0.0044,0.0043,0.0003,0.0101,0.0216,0.4502,0.0144,0.4876,0.0,0.0214,0.0003,0.0228,0.0011,0.0607,0.0012,0.0636,0.0,0.0304,0.0004,0.0316,0.0001,0.0269,0.0003,0.0281,0.0004,0.0436,0.001,0.0459,0.0004,0.0647,0.001,0.068,0.0005,0.0733,0.0012,0.0769,0.0018,0.0639,0.0011,0.0685,0.0034,0.049,0.0008,0.0555,0.0076,0.027,0.0009,0.0366,0.0083,0.0046,0.0006,0.0142,0.0301,0.467,0.0148,0.5123,0.0001,0.0429,0.001,0.0452,0.0033,0.1259,0.0029,0.1333,0.0008,0.0649,0.0013,0.0687,0.0006,0.0575,0.0012,0.0604,0.0014,0.0849,0.0022,0.0894,0.0011,0.1214,0.0025,0.1266,0.0016,0.1404,0.0042,0.1468,0.0035,0.1253,0.0029,0.1318,0.0061,0.0933,0.0025,0.1033,0.0119,0.0522,0.002,0.0675,0.0131,0.0096,0.0011,0.0258,0.0511,0.918,0.0297,1.0
Wendouree,0.0003,0.0265,0.0009,0.0283,0.0047,0.0549,0.0037,0.0649,0.001,0.0277,0.0009,0.0316,0.001,0.027,0.0014,0.0308,0.0016,0.0624,0.0033,0.0678,0.0018,0.0497,0.0019,0.0549,0.0022,0.0504,0.0029,0.0571,0.0034,0.0484,0.002,0.0547,0.0052,0.0402,0.0016,0.0481,0.0054,0.0214,0.0009,0.0289,0.0039,0.0039,0.0003,0.0092,0.038,0.4126,0.0262,0.4767,0.0001,0.0259,0.0008,0.0282,0.0013,0.0537,0.0024,0.0598,0.0005,0.0269,0.0011,0.03,0.0006,0.0297,0.001,0.033,0.0015,0.0638,0.0033,0.0696,0.0015,0.0575,0.0026,0.064,0.0033,0.0572,0.0023,0.0624,0.0042,0.0553,0.0016,0.0627,0.0059,0.0493,0.0016,0.0579,0.007,0.0263,0.0013,0.036,0.0091,0.0067,0.0015,0.018,0.0418,0.4548,0.0278,0.5235,0.0005,0.0524,0.0029,0.057,0.0076,0.1091,0.0074,0.1244,0.002,0.0553,0.0029,0.0624,0.0023,0.0577,0.0031,0.0643,0.0042,0.1259,0.0071,0.1378,0.0043,0.1078,0.0054,0.119,0.0067,0.1073,0.0055,0.1204,0.0084,0.1038,0.0053,0.1179,0.0118,0.0899,0.0044,0.1057,0.0133,0.048,0.0031,0.0643,0.0133,0.0121,0.0024,0.0282,0.0801,0.8667,0.0548,1.0
