district,M_0_4_yrs_Need_for_assistance_n,M_0_4_No_need_for_assistance_n,M_0_4_Need_for_assistance_ns_n,M_0_4_yrs_Tot_n,M_5_14_Need_for_assistance_n,M_5_14_No_need_for_assistance_n,M_5_14_Need_for_assistance_ns_n,M_5_14_yrs_Tot_n,M_15_19_Need_for_assistance_n,M_15_19_No_need_for_assistnce_n,M_15_19_Need_for_assistnce_ns_n,M_15_19_yrs_Tot_n,M_20_24_Need_for_assistance_n,M_20_24_No_need_for_assistnce_n,M_20_24_Need_for_assistnce_ns_n,M_20_24_yrs_Tot_n,M_25_34_Need_for_assistance_n,M_25_34_No_need_for_assistnce_n,M_25_34_Need_for_assistnce_ns_n,M_25_34_yrs_Tot_n,M_35_44_Need_for_assistance_n,M_35_44_No_need_for_assistnce_n,M_35_44_Need_for_assistnce_ns_n,M_35_44_yrs_Tot_n,M_45_54_Need_for_assistance_n,M_45_54_No_need_for_assistnce_n,M_45_54_Need_for_assistnce_ns_n,M_45_54_yrs_Tot_n,M_55_64_Need_for_assistance_n,M_55_64_No_need_for_assistnce_n,M_55_64_Need_for_assistnce_ns_n,M_55_64_yrs_Tot_n,M_65_74_Need_for_assistance_n,M_65_74_No_need_for_assistnce_n,M_65_74_Need_for_assistnce_ns_n,M_65_74_yrs_Tot_n,M_75_84_Need_for_assistance_n,M_75_84_No_need_for_assistnce_n,M_75_84_Need_for_assistnce_ns_n,M_75_84_yrs_Tot_n,M_85_over_Need_for_assistance_n,M_85_ov_No_need_for_assistnce_n,M_85_ov_Need_for_assistnce_ns_n,M_85_yrs_over_Tot_n,M_Tot_Need_for_assistance_n,M_Tot_No_need_for_assistance_n,M_Tot_Need_for_assistance_ns_n,M_Tot_Tot_n,F_0_4_yrs_Need_for_assistance_n,F_0_4_No_need_for_assistance_n,F_0_4_Need_for_assistance_ns_n,F_0_4_yrs_Tot_n,F_5_14_Need_for_assistance_n,F_5_14_No_need_for_assistance_n,F_5_14_Need_for_assistance_ns_n,F_5_14_yrs_Tot_n,F_15_19_Need_for_assistance_n,F_15_19_No_need_for_assistnce_n,F_15_19_Need_for_assistnce_ns_n,F_15_19_yrs_Tot_n,F_20_24_Need_for_assistance_n,F_20_24_No_need_for_assistnce_n,F_20_24_Need_for_assistnce_ns_n,F_20_24_yrs_Tot_n,F_25_34_Need_for_assistance_n,F_25_34_No_need_for_assistnce_n,F_25_34_Need_for_assistnce_ns_n,F_25_34_yrs_Tot_n,F_35_44_Need_for_assistance_n,F_35_44_No_need_for_assistnce_n,F_35_44_Need_for_assistnce_ns_n,F_35_44_yrs_Tot_n,F_45_54_Need_for_assistance_n,F_45_54_No_need_for_assistnce_n,F_45_54_Need_for_assistnce_ns_n,F_45_54_yrs_Tot_n,F_55_64_Need_for_assistance_n,F_55_64_No_need_for_assistnce_n,F_55_64_Need_for_assistnce_ns_n,F_55_64_yrs_Tot_n,F_65_74_Need_for_assistance_n,F_65_74_No_need_for_assistnce_n,F_65_74_Need_for_assistnce_ns_n,F_65_74_yrs_Tot_n,F_75_84_Need_for_assistance_n,F_75_84_No_need_for_assistnce_n,F_75_84_Need_for_assistnce_ns_n,F_75_84_yrs_Tot_n,F_85_over_Need_for_assistance_n,F_85_ov_No_need_for_assistnce_n,F_85_ov_Need_for_assistnce_ns_n,F_85_yrs_over_Tot_n,F_Tot_Need_for_assistance_n,F_Tot_No_need_for_assistance_n,F_Tot_Need_for_assistance_ns_n,F_Tot_Tot_n,P_0_4_yrs_Need_for_assistance_n,P_0_4_No_need_for_assistance_n,P_0_4_Need_for_assistance_ns_n,P_0_4_yrs_Tot_n,P_5_14_Need_for_assistance_n,P_5_14_No_need_for_assistance_n,P_5_14_Need_for_assistance_ns_n,P_5_14_yrs_Tot_n,P_15_19_Need_for_assistance_n,P_15_19_No_need_for_assistnce_n,P_15_19_Need_for_assistnce_ns_n,P_15_19_yrs_Tot_n,P_20_24_Need_for_assistance_n,P_20_24_No_need_for_assistnce_n,P_20_24_Need_for_assistnce_ns_n,P_20_24_yrs_Tot_n,P_25_34_Need_for_assistance_n,P_25_34_No_need_for_assistnce_n,P_25_34_Need_for_assistnce_ns_n,P_25_34_yrs_Tot_n,P_35_44_Need_for_assistance_n,P_35_44_No_need_for_assistnce_n,P_35_44_Need_for_assistnce_ns_n,P_35_44_yrs_Tot_n,P_45_54_Need_for_assistance_n,P_45_54_No_need_for_assistnce_n,P_45_54_Need_for_assistnce_ns_n,P_45_54_yrs_Tot_n,P_55_64_Need_for_assistance_n,P_55_64_No_need_for_assistnce_n,P_55_64_Need_for_assistnce_ns_n,P_55_64_yrs_Tot_n,P_65_74_Need_for_assistance_n,P_65_74_No_need_for_assistnce_n,P_65_74_Need_for_assistnce_ns_n,P_65_74_yrs_Tot_n,P_75_84_Need_for_assistance_n,P_75_84_No_need_for_assistnce_n,P_75_84_Need_for_assistnce_ns_n,P_75_84_yrs_Tot_n,P_85_over_Need_for_assistance_n,P_85_ov_No_need_for_assistnce_n,P_85_ov_Need_for_assistnce_ns_n,P_85_yrs_over_Tot_n,P_Tot_Need_for_assistance_n,P_Tot_No_need_for_assistance_n,P_Tot_Need_for_assistance_ns_n,P_Tot_Tot_n,P_Tot_Tot_total
St Albans,0.0,1931.0,191.0,2172.0,210.0,3676.0,314.0,4274.0,33.0,1883.0,135.0,2184.0,14.0,2473.0,172.0,2785.0,46.0,5589.0,516.0,6223.0,71.0,4220.0,412.0,4758.0,128.0,3861.0,310.0,4400.0,244.0,3742.0,234.0,4364.0,513.0,2675.0,146.0,3490.0,563.0,1119.0,111.0,1883.0,294.0,145.0,63.0,602.0,2675.0,31351.0,3051.0,37083.0,9.0,1777.0,158.0,2003.0,47.0,3596.0,305.0,4000.0,9.0,1873.0,98.0,2052.0,3.0,2354.0,138.0,2570.0,48.0,5217.0,461.0,5794.0,60.0,4431.0,338.0,4898.0,194.0,4211.0,271.0,4708.0,389.0,3717.0,197.0,4390.0,702.0,2837.0,147.0,3733.0,870.0,1019.0,94.0,2022.0,655.0,131.0,158.0,984.0,3315.0,31104.0,2736.0,37157.0,19.0,3641.0,386.0,4044.0,342.0,7288.0,683.0,8347.0,71.0,3773.0,275.0,4189.0,34.0,4876.0,372.0,5369.0,158.0,10815.0,1029.0,12030.0,215.0,8618.0,797.0,9677.0,392.0,8024.0,616.0,9040.0,726.0,7475.0,505.0,8718.0,1311.0,5520.0,375.0,7207.0,1461.0,2080.0,281.0,3907.0,1001.0,312.0,242.0,1597.0,5987.0,62409.0,5794.0,74213.0,74213.0
Sunbury,14.0,1920.0,29.0,2018.0,322.0,3345.0,137.0,3885.0,63.0,1698.0,61.0,1879.0,44.0,1749.0,63.0,1927.0,60.0,4418.0,231.0,4791.0,57.0,3920.0,157.0,4257.0,80.0,3598.0,140.0,3932.0,144.0,3303.0,123.0,3639.0,314.0,2445.0,51.0,2886.0,313.0,1062.0,32.0,1503.0,152.0,153.0,22.0,366.0,2019.0,27669.0,1476.0,31165.0,18.0,1810.0,50.0,1916.0,113.0,3337.0,175.0,3726.0,47.0,1508.0,26.0,1636.0,30.0,1591.0,33.0,1727.0,62.0,4458.0,174.0,4793.0,55.0,4152.0,167.0,4433.0,109.0,3858.0,122.0,4148.0,203.0,3639.0,63.0,3968.0,379.0,2781.0,89.0,3316.0,438.0,1098.0,32.0,1635.0,352.0,128.0,20.0,604.0,2264.0,28386.0,1448.0,32093.0,45.0,3683.0,96.0,3900.0,523.0,6722.0,361.0,7644.0,155.0,3162.0,157.0,3526.0,71.0,3378.0,135.0,3650.0,130.0,8866.0,482.0,9568.0,131.0,8052.0,389.0,8681.0,257.0,7457.0,316.0,8142.0,414.0,6916.0,267.0,7644.0,736.0,5279.0,204.0,6227.0,837.0,2163.0,112.0,3125.0,521.0,326.0,40.0,1033.0,4256.0,56060.0,2908.0,63255.0,63255.0
Sydenham,12.0,2143.0,48.0,2370.0,205.0,5144.0,222.0,5666.0,49.0,2713.0,78.0,2912.0,18.0,2665.0,84.0,2815.0,32.0,4887.0,196.0,5197.0,65.0,5144.0,186.0,5513.0,118.0,5201.0,144.0,5522.0,221.0,3890.0,95.0,4334.0,343.0,2056.0,15.0,2547.0,334.0,644.0,16.0,1098.0,110.0,33.0,0.0,231.0,2072.0,34755.0,1543.0,38358.0,5.0,2124.0,69.0,2269.0,76.0,5038.0,197.0,5406.0,37.0,2687.0,55.0,2804.0,7.0,2445.0,34.0,2550.0,17.0,4898.0,174.0,5214.0,58.0,5599.0,199.0,5929.0,136.0,5566.0,142.0,6014.0,288.0,4028.0,70.0,4514.0,420.0,2071.0,49.0,2618.0,481.0,562.0,20.0,1176.0,301.0,61.0,13.0,462.0,2376.0,35137.0,1496.0,39058.0,20.0,4309.0,170.0,4577.0,337.0,10163.0,470.0,11113.0,103.0,5399.0,199.0,5800.0,43.0,5133.0,148.0,5422.0,91.0,9700.0,437.0,10386.0,175.0,10713.0,449.0,11437.0,298.0,10740.0,346.0,11558.0,521.0,8009.0,261.0,8868.0,838.0,4143.0,95.0,5312.0,873.0,1306.0,49.0,2247.0,472.0,124.0,12.0,708.0,4383.0,69894.0,3075.0,77382.0,77382.0
Tarneit,15.0,3804.0,259.0,4217.0,353.0,6803.0,524.0,7699.0,63.0,2471.0,124.0,2813.0,23.0,3093.0,182.0,3433.0,44.0,7336.0,509.0,8057.0,58.0,8271.0,464.0,8875.0,76.0,4499.0,190.0,4960.0,129.0,3297.0,102.0,3670.0,246.0,1978.0,70.0,2403.0,179.0,696.0,3.0,982.0,58.0,36.0,0.0,134.0,1926.0,42200.0,3113.0,47188.0,20.0,3585.0,227.0,3951.0,123.0,6622.0,500.0,7342.0,56.0,2251.0,72.0,2482.0,4.0,2550.0,114.0,2812.0,40.0,7845.0,549.0,8532.0,62.0,7664.0,447.0,8256.0,127.0,4231.0,152.0,4674.0,236.0,3458.0,93.0,3925.0,285.0,2093.0,55.0,2606.0,284.0,698.0,8.0,1028.0,123.0,60.0,9.0,258.0,2003.0,41158.0,2825.0,46016.0,64.0,7423.0,624.0,8128.0,549.0,13436.0,1044.0,15128.0,148.0,4765.0,282.0,5257.0,66.0,5608.0,391.0,6169.0,137.0,15154.0,1203.0,16560.0,177.0,15896.0,960.0,17140.0,271.0,8667.0,497.0,9525.0,455.0,6736.0,285.0,7603.0,646.0,4106.0,173.0,5002.0,491.0,1375.0,58.0,2025.0,245.0,107.0,19.0,504.0,3896.0,83393.0,5871.0,93203.0,93203.0
Thomastown,8.0,2913.0,107.0,3135.0,192.0,4943.0,307.0,5519.0,30.0,1804.0,60.0,1972.0,19.0,2347.0,105.0,2581.0,74.0,5974.0,397.0,6552.0,67.0,6270.0,239.0,6710.0,192.0,3825.0,190.0,4238.0,307.0,2763.0,105.0,3333.0,493.0,2132.0,77.0,2716.0,537.0,989.0,43.0,1723.0,294.0,184.0,14.0,597.0,2661.0,34207.0,2165.0,39053.0,3.0,2657.0,115.0,2871.0,80.0,4620.0,256.0,5042.0,22.0,1716.0,60.0,1880.0,6.0,2121.0,89.0,2258.0,35.0,6246.0,334.0,6756.0,106.0,5914.0,257.0,6347.0,225.0,3599.0,136.0,4013.0,416.0,2932.0,77.0,3575.0,680.0,2341.0,61.0,3204.0,814.0,1064.0,37.0,1995.0,575.0,122.0,13.0,790.0,3303.0,33568.0,1898.0,38864.0,26.0,5563.0,300.0,5986.0,334.0,9679.0,601.0,10521.0,52.0,3570.0,169.0,3874.0,47.0,4502.0,248.0,4922.0,118.0,12272.0,763.0,13269.0,265.0,12098.0,614.0,13056.0,465.0,7360.0,395.0,8339.0,757.0,5681.0,271.0,6780.0,1189.0,4535.0,219.0,5995.0,1398.0,2119.0,116.0,3743.0,901.0,367.0,40.0,1383.0,6046.0,67766.0,4082.0,77902.0,77902.0
Warrandyte,3.0,1557.0,23.0,1594.0,117.0,4813.0,92.0,5187.0,36.0,2534.0,21.0,2682.0,16.0,2234.0,33.0,2411.0,30.0,3087.0,72.0,3251.0,10.0,4180.0,71.0,4356.0,21.0,4907.0,151.0,5202.0,69.0,4411.0,72.0,4642.0,134.0,3209.0,64.0,3536.0,308.0,1865.0,38.0,2295.0,325.0,316.0,19.0,747.0,1593.0,33232.0,1066.0,35988.0,0.0,1580.0,23.0,1681.0,80.0,4478.0,90.0,4696.0,3.0,2241.0,32.0,2336.0,11.0,1988.0,25.0,2074.0,32.0,3217.0,76.0,3388.0,30.0,4779.0,74.0,5021.0,40.0,5410.0,89.0,5677.0,134.0,4718.0,80.0,5053.0,251.0,3619.0,59.0,4099.0,561.0,1994.0,64.0,2699.0,611.0,337.0,41.0,1047.0,2219.0,34472.0,1096.0,37809.0,11.0,3169.0,71.0,3335.0,242.0,9289.0,213.0,9840.0,56.0,4787.0,93.0,5070.0,43.0,4243.0,89.0,4457.0,104.0,6268.0,161.0,6598.0,83.0,8958.0,186.0,9341.0,117.0,10364.0,310.0,10833.0,262.0,9245.0,214.0,9731.0,451.0,6887.0,188.0,7627.0,882.0,3851.0,150.0,4984.0,966.0,710.0,79.0,1901.0,3775.0,67757.0,2193.0,73809.0,73809.0
Wendouree,20.0,1810.0,62.0,1936.0,324.0,3754.0,251.0,4436.0,69.0,1891.0,59.0,2164.0,69.0,1845.0,97.0,2106.0,112.0,4267.0,229.0,4636.0,123.0,3400.0,130.0,3757.0,152.0,3449.0,199.0,3907.0,235.0,3308.0,136.0,3742.0,358.0,2752.0,111.0,3290.0,371.0,1462.0,64.0,1976.0,266.0,264.0,23.0,632.0,2597.0,28216.0,1791.0,32599.0,4.0,1771.0,57.0,1929.0,92.0,3671.0,166.0,4091.0,32.0,1840.0,72.0,2050.0,41.0,2032.0,70.0,2258.0,105.0,4362.0,225.0,4756.0,103.0,3929.0,179.0,4376.0,227.0,3913.0,157.0,4268.0,288.0,3781.0,106.0,4290.0,403.0,3368.0,111.0,3956.0,479.0,1798.0,91.0,2464.0,625.0,455.0,100.0,1230.0,2861.0,31098.0,1898.0,35798.0,33.0,3586.0,198.0,3901.0,521.0,7458.0,506.0,8506.0,134.0,3780.0,198.0,4265.0,156.0,3943.0,209.0,4398.0,284.0,8610.0,485.0,9426.0,295.0,7374.0,371.0,8136.0,456.0,7340.0,374.0,8232.0,577.0,7101.0,362.0,8059.0,805.0,6148.0,298.0,7228.0,909.0,3282.0,215.0,4395.0,910.0,826.0,166.0,1930.0,5476.0,59267.0,3746.0,68381.0,68381.0
Werribee,28.0,3330.0,192.0,3662.0,450.0,5376.0,411.0,6327.0,66.0,2098.0,76.0,2445.0,52.0,2449.0,148.0,2702.0,86.0,6369.0,375.0,6911.0,67.0,6806.0,384.0,7328.0,81.0,4121.0,201.0,4520.0,167.0,3221.0,128.0,3717.0,273.0,2008.0,87.0,2546.0,283.0,660.0,48.0,1110.0,141.0,79.0,40.0,333.0,2294.0,36701.0,2610.0,41606.0,13.0,3100.0,178.0,3382.0,150.0,5436.0,336.0,6059.0,30.0,2093.0,91.0,2245.0,25.0,2407.0,90.0,2627.0,109.0,7386.0,437.0,7972.0,96.0,6394.0,330.0,6926.0,221.0,4187.0,147.0,4698.0,321.0,3485.0,89.0,4002.0,308.0,2147.0,89.0,2653.0,465.0,763.0,67.0,1340.0,373.0,116.0,84.0,620.0,2596.0,37540.0,2479.0,42682.0,61.0,6410.0,458.0,7029.0,709.0,10819.0,776.0,12411.0,152.0,4232.0,218.0,4716.0,109.0,4885.0,292.0,5424.0,216.0,13743.0,848.0,14952.0,224.0,13166.0,757.0,14208.0,393.0,8349.0,450.0,9268.0,538.0,6721.0,319.0,7664.0,663.0,4121.0,230.0,5114.0,797.0,1486.0,156.0,2474.0,509.0,255.0,137.0,1002.0,4924.0,74235.0,5119.0,84210.0,84210.0
Williamstown,10.0,2119.0,67.0,2274.0,149.0,3850.0,168.0,4255.0,32.0,1546.0,23.0,1650.0,6.0,1442.0,50.0,1556.0,36.0,3788.0,218.0,4074.0,16.0,4835.0,234.0,5155.0,36.0,4395.0,124.0,4695.0,112.0,3473.0,108.0,3808.0,206.0,2272.0,95.0,2649.0,363.0,1092.0,20.0,1549.0,296.0,250.0,12.0,591.0,1617.0,29047.0,1518.0,32238.0,3.0,1872.0,45.0,1994.0,46.0,3900.0,145.0,4179.0,20.0,1494.0,35.0,1584.0,0.0,1388.0,23.0,1452.0,36.0,4051.0,210.0,4413.0,47.0,5142.0,167.0,5444.0,69.0,4662.0,139.0,4964.0,154.0,3535.0,92.0,3883.0,335.0,2461.0,73.0,2952.0,567.0,1256.0,52.0,1919.0,621.0,319.0,32.0,1079.0,2217.0,30165.0,1492.0,33819.0,21.0,3974.0,170.0,4255.0,240.0,7821.0,355.0,8449.0,64.0,2984.0,89.0,3230.0,9.0,2834.0,97.0,3047.0,84.0,7837.0,472.0,8484.0,99.0,9968.0,460.0,10616.0,163.0,9118.0,373.0,9680.0,355.0,7035.0,257.0,7656.0,596.0,4752.0,191.0,5579.0,944.0,2351.0,128.0,3407.0,927.0,617.0,49.0,1663.0,3886.0,59245.0,3005.0,66086.0,66086.0
Yan Yean,15.0,2973.0,78.0,3118.0,377.0,5545.0,235.0,6220.0,49.0,2127.0,71.0,2338.0,13.0,1860.0,67.0,2045.0,22.0,4675.0,205.0,4958.0,42.0,5916.0,160.0,6246.0,96.0,4232.0,127.0,4529.0,98.0,2659.0,54.0,2882.0,194.0,1754.0,62.0,2141.0,111.0,760.0,50.0,1004.0,91.0,44.0,8.0,179.0,1560.0,32647.0,1573.0,35774.0,3.0,2712.0,68.0,2877.0,134.0,5467.0,263.0,5971.0,20.0,2028.0,58.0,2175.0,13.0,1881.0,33.0,1961.0,43.0,5240.0,201.0,5551.0,79.0,6145.0,216.0,6577.0,127.0,4354.0,109.0,4693.0,135.0,2929.0,93.0,3218.0,254.0,2073.0,67.0,2487.0,192.0,647.0,26.0,978.0,176.0,58.0,24.0,301.0,1741.0,33695.0,1536.0,36940.0,29.0,5735.0,183.0,6075.0,559.0,11096.0,533.0,12232.0,95.0,4123.0,172.0,4492.0,42.0,3737.0,124.0,3998.0,88.0,9962.0,480.0,10519.0,210.0,12088.0,428.0,12764.0,269.0,8578.0,281.0,9220.0,296.0,5569.0,211.0,6152.0,471.0,3878.0,163.0,4594.0,368.0,1451.0,98.0,2030.0,283.0,152.0,38.0,513.0,3258.0,66372.0,3049.0,72692.0,72692.0
